question_number,question,code,source,tables,text_for_embedding,curl,timestamp,answer
53,Có KPI CX nào chỉ xuất hiện ở một giai đoạn hành trình khách hàng duy nhất không?,"{""measures"":[""cx_sur_question_answer_choices.distinct_journey_count""],""dimensions"":[""cx_sur_question_answer_choices.kpi_type""]}",cx_cso,"[""cx_sur_question_answer_choices""]",Có KPI CX nào chỉ xuất hiện ở một giai đoạn hành trình khách hàng duy nhất không?,,,
54,Có nhóm sản phẩm nào chỉ có khảo sát CX ở một điểm chạm khách hàng duy nhất không?,"{""measures"":[""cx_sur_question_answer_choices.distinct_question_count""],""dimensions"":[""cx_sur_question_answer_choices.product_category"",""cx_sur_question_answer_choices.customer_touchpoint""]}",cx_cso,"[""cx_sur_question_answer_choices""]",Có nhóm sản phẩm nào chỉ có khảo sát CX ở một điểm chạm khách hàng duy nhất không?,,,
55,Nhóm sản phẩm nào có cấu trúc khảo sát CX đa dạng nhất theo loại câu hỏi?,"{""measures"":[""cx_sur_question_answer_choices.answer_choice_count""],""dimensions"":[""cx_sur_question_answer_choices.product_category"",""cx_sur_question_answer_choices.question_type""]}",cx_cso,"[""cx_sur_question_answer_choices""]",Nhóm sản phẩm nào có cấu trúc khảo sát CX đa dạng nhất theo loại câu hỏi?,,,
56,Loại KPI CX nào được sử dụng trong nhiều nhóm sản phẩm nhất?,"{""measures"":[""cx_sur_question_answer_choices.distinct_product_category_count""],""dimensions"":[""cx_sur_question_answer_choices.kpi_type""],""order"":{""cx_sur_question_answer_choices.distinct_product_category_count"":""desc""}}",cx_cso,"[""cx_sur_question_answer_choices""]",Loại KPI CX nào được sử dụng trong nhiều nhóm sản phẩm nhất?,,,
57,Loại KPI CX nào được sử dụng trong ít nhóm sản phẩm nhất?,"{""measures"":[""cx_sur_question_answer_choices.distinct_product_category_count""],""dimensions"":[""cx_sur_question_answer_choices.kpi_type""],""order"":{""cx_sur_question_answer_choices.distinct_product_category_count"":""asc""}}",cx_cso,"[""cx_sur_question_answer_choices""]",Loại KPI CX nào được sử dụng trong ít nhóm sản phẩm nhất?,,,
58,Nhóm sản phẩm nào có nhiều điểm chạm khách hàng được khảo sát CX nhất?,"{""measures"":[""cx_sur_question_answer_choices.distinct_question_count""],""dimensions"":[""cx_sur_question_answer_choices.product_category"",""cx_sur_question_answer_choices.customer_touchpoint""]}",cx_cso,"[""cx_sur_question_answer_choices""]",Nhóm sản phẩm nào có nhiều điểm chạm khách hàng được khảo sát CX nhất?,,,
59,Có điểm chạm khách hàng nào chưa được đo lường bằng KPI NPS không?,"{""measures"":[""cx_sur_question_answer_choices.distinct_question_count""],""filters"":[{""member"":""cx_sur_question_answer_choices.kpi_type"",""operator"":""contains"",""values"":[""NPS""]}],""dimensions"":[""cx_sur_question_answer_choices.customer_touchpoint""]}",cx_cso,"[""cx_sur_question_answer_choices""]",Có điểm chạm khách hàng nào chưa được đo lường bằng KPI NPS không?,,,
60,Có giai đoạn hành trình khách hàng nào chưa có khảo sát CSAT không?,"{""measures"":[""cx_sur_question_answer_choices.distinct_question_count""],""filters"":[{""member"":""cx_sur_question_answer_choices.kpi_type"",""operator"":""contains"",""values"":[""CSAT""]}],""dimensions"":[""cx_sur_question_answer_choices.journey""]}",cx_cso,"[""cx_sur_question_answer_choices""]",Có giai đoạn hành trình khách hàng nào chưa có khảo sát CSAT không?,,,
1,Tổng số câu trả lời khảo sát khách hàng là bao nhiêu?,"{""measures"":[""cx_sur_question_response.response_count""]}",cx_cso,"[""cx_sur_question_response""]",Tổng số câu trả lời khảo sát khách hàng là bao nhiêu?,,,
2,Có bao nhiêu phản hồi khảo sát duy nhất từ khách hàng?,"{""measures"":[""cx_sur_question_response.distinct_response_count""]}",cx_cso,"[""cx_sur_question_response""]",Có bao nhiêu phản hồi khảo sát duy nhất từ khách hàng?,,,
3,Có bao nhiêu khách hàng khác nhau đã tham gia trả lời khảo sát?,"{""measures"":[""cx_sur_question_response.distinct_respondent_count""]}",cx_cso,"[""cx_sur_question_response""]",Có bao nhiêu khách hàng khác nhau đã tham gia trả lời khảo sát?,,,
4,Điểm hài lòng CSAT trung bình của khách hàng là bao nhiêu?,"{""measures"":[""cx_sur_question_response.csat_score""]}",cx_cso,"[""cx_sur_question_response""]",Điểm hài lòng CSAT trung bình của khách hàng là bao nhiêu?,,,
5,Điểm NPS tổng thể của khách hàng là bao nhiêu?,"{""measures"":[""cx_sur_question_response.nps_score""]}",cx_cso,"[""cx_sur_question_response""]",Điểm NPS tổng thể của khách hàng là bao nhiêu?,,,
6,Xu hướng điểm CSAT trung bình theo tháng như thế nào?,"{""measures"":[""cx_sur_question_response.csat_score""],""timeDimensions"":[{""dimension"":""cx_sur_question_response.collected_date"",""granularity"":""month""}]}",cx_cso,"[""cx_sur_question_response""]",Xu hướng điểm CSAT trung bình theo tháng như thế nào?,,,
7,Số lượng câu trả lời khảo sát theo từng nhóm sản phẩm là bao nhiêu?,"{""measures"":[""cx_sur_question_response.response_count""],""dimensions"":[""cx_sur_question_response.product_category""]}",cx_cso,"[""cx_sur_question_response""]",Số lượng câu trả lời khảo sát theo từng nhóm sản phẩm là bao nhiêu?,,,
8,Điểm CSAT trung bình theo từng nhóm sản phẩm là bao nhiêu?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.product_category""]}",cx_cso,"[""cx_sur_question_response""]",Điểm CSAT trung bình theo từng nhóm sản phẩm là bao nhiêu?,,,
9,Nhóm sản phẩm nào có điểm CSAT cao nhất?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.product_category""],""order"":{""cx_sur_question_response.csat_score"":""desc""}}",cx_cso,"[""cx_sur_question_response""]",Nhóm sản phẩm nào có điểm CSAT cao nhất?,,,
10,Nhóm sản phẩm nào có điểm CSAT thấp nhất?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.product_category""],""order"":{""cx_sur_question_response.csat_score"":""asc""}}",cx_cso,"[""cx_sur_question_response""]",Nhóm sản phẩm nào có điểm CSAT thấp nhất?,,,
,,,,,,,,
13,Điểm NPS theo từng nhóm sản phẩm là bao nhiêu?,"{""measures"":[""cx_sur_question_response.nps_score""],""dimensions"":[""cx_sur_question_response.product_category""]}",cx_cso,"[""cx_sur_question_response""]",Điểm NPS theo từng nhóm sản phẩm là bao nhiêu?,,,
14,Điểm CES trung bình theo từng điểm chạm khách hàng là bao nhiêu?,"{""measures"":[""cx_sur_question_response.ces_score""],""dimensions"":[""cx_sur_question_response.customer_touchpoint""]}",cx_cso,"[""cx_sur_question_response""]",Điểm CES trung bình theo từng điểm chạm khách hàng là bao nhiêu?,,,
15,Điểm CSAT trung bình theo từng giai đoạn hành trình khách hàng là bao nhiêu?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.journey""]}",cx_cso,"[""cx_sur_question_response""]",Điểm CSAT trung bình theo từng giai đoạn hành trình khách hàng là bao nhiêu?,,,
16,Giai đoạn hành trình khách hàng nào có điểm CSAT cao nhất?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.journey""],""order"":{""cx_sur_question_response.csat_score"":""desc""}}",cx_cso,"[""cx_sur_question_response""]",Giai đoạn hành trình khách hàng nào có điểm CSAT cao nhất?,,,
17,Giai đoạn hành trình khách hàng nào có điểm CSAT thấp nhất?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.journey""],""order"":{""cx_sur_question_response.csat_score"":""asc""}}",cx_cso,"[""cx_sur_question_response""]",Giai đoạn hành trình khách hàng nào có điểm CSAT thấp nhất?,,,
18,So sánh điểm NPS giữa các nhóm sản phẩm.,"{""measures"":[""cx_sur_question_response.nps_score""],""dimensions"":[""cx_sur_question_response.product_category""]}",cx_cso,"[""cx_sur_question_response""]",So sánh điểm NPS giữa các nhóm sản phẩm.,,,
19,Theo dõi số lượng phản hồi khảo sát theo tháng.,"{""measures"":[""cx_sur_question_response.response_count""],""timeDimensions"":[{""dimension"":""cx_sur_question_response.collected_date"",""granularity"":""month""}]}",cx_cso,"[""cx_sur_question_response""]",Theo dõi số lượng phản hồi khảo sát theo tháng.,,,
20,Có nhóm sản phẩm nào có điểm CSAT bất thường thấp so với các nhóm khác không?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.product_category""]}",cx_cso,"[""cx_sur_question_response""]",Có nhóm sản phẩm nào có điểm CSAT bất thường thấp so với các nhóm khác không?,,,
21,Xu hướng điểm NPS theo tháng là như thế nào?,"{""measures"":[""cx_sur_question_response.nps_score""],""timeDimensions"":[{""dimension"":""cx_sur_question_response.collected_date"",""granularity"":""month""}]}",cx_cso,"[""cx_sur_question_response""]",Xu hướng điểm NPS theo tháng là như thế nào?,,,
22,Xu hướng điểm CES theo tháng là như thế nào?,"{""measures"":[""cx_sur_question_response.ces_score""],""timeDimensions"":[{""dimension"":""cx_sur_question_response.collected_date"",""granularity"":""month""}]}",cx_cso,"[""cx_sur_question_response""]",Xu hướng điểm CES theo tháng là như thế nào?,,,
23,Số lượng phản hồi khảo sát theo từng điểm chạm khách hàng là bao nhiêu?,"{""measures"":[""cx_sur_question_response.response_count""],""dimensions"":[""cx_sur_question_response.customer_touchpoint""]}",cx_cso,"[""cx_sur_question_response""]",Số lượng phản hồi khảo sát theo từng điểm chạm khách hàng là bao nhiêu?,,,
24,Điểm NPS theo từng điểm chạm khách hàng là bao nhiêu?,"{""measures"":[""cx_sur_question_response.nps_score""],""dimensions"":[""cx_sur_question_response.customer_touchpoint""]}",cx_cso,"[""cx_sur_question_response""]",Điểm NPS theo từng điểm chạm khách hàng là bao nhiêu?,,,
25,Điểm CES trung bình theo từng giai đoạn hành trình khách hàng là bao nhiêu?,"{""measures"":[""cx_sur_question_response.ces_score""],""dimensions"":[""cx_sur_question_response.journey""]}",cx_cso,"[""cx_sur_question_response""]",Điểm CES trung bình theo từng giai đoạn hành trình khách hàng là bao nhiêu?,,,
26,Những điểm chạm khách hàng nào có điểm NPS cao nhất?,"{""measures"":[""cx_sur_question_response.nps_score""],""dimensions"":[""cx_sur_question_response.customer_touchpoint""],""order"":{""cx_sur_question_response.nps_score"":""desc""}}",cx_cso,"[""cx_sur_question_response""]",Những điểm chạm khách hàng nào có điểm NPS cao nhất?,,,
27,Những điểm chạm khách hàng nào có điểm NPS thấp nhất?,"{""measures"":[""cx_sur_question_response.nps_score""],""dimensions"":[""cx_sur_question_response.customer_touchpoint""],""order"":{""cx_sur_question_response.nps_score"":""asc""}}",cx_cso,"[""cx_sur_question_response""]",Những điểm chạm khách hàng nào có điểm NPS thấp nhất?,,,
,,,,,,,,
,,,,,,,,
31,Điểm CSAT trung bình theo từng điểm chạm khách hàng là bao nhiêu?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.customer_touchpoint""]}",cx_cso,"[""cx_sur_question_response""]",Điểm CSAT trung bình theo từng điểm chạm khách hàng là bao nhiêu?,,,
32,Điểm CSAT theo từng loại KPI CX là bao nhiêu?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.kpi_type""]}",cx_cso,"[""cx_sur_question_response""]",Điểm CSAT theo từng loại KPI CX là bao nhiêu?,,,
33,Số lượng phản hồi khảo sát theo từng loại KPI CX là bao nhiêu?,"{""measures"":[""cx_sur_question_response.response_count""],""dimensions"":[""cx_sur_question_response.kpi_type""]}",cx_cso,"[""cx_sur_question_response""]",Số lượng phản hồi khảo sát theo từng loại KPI CX là bao nhiêu?,,,
34,Xu hướng số lượng phản hồi khảo sát theo tháng và theo nhóm sản phẩm là như thế nào?,"{""measures"":[""cx_sur_question_response.response_count""],""dimensions"":[""cx_sur_question_response.product_category""],""timeDimensions"":[{""dimension"":""cx_sur_question_response.collected_date"",""granularity"":""month""}]}",cx_cso,"[""cx_sur_question_response""]",Xu hướng số lượng phản hồi khảo sát theo tháng và theo nhóm sản phẩm là như thế nào?,,,
35,Xu hướng điểm CSAT theo từng nhóm sản phẩm theo tháng là như thế nào?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.product_category""],""timeDimensions"":[{""dimension"":""cx_sur_question_response.collected_date"",""granularity"":""month""}]}",cx_cso,"[""cx_sur_question_response""]",Xu hướng điểm CSAT theo từng nhóm sản phẩm theo tháng là như thế nào?,,,
36,Xu hướng điểm NPS theo từng nhóm sản phẩm theo tháng là như thế nào?,"{""measures"":[""cx_sur_question_response.nps_score""],""dimensions"":[""cx_sur_question_response.product_category""],""timeDimensions"":[{""dimension"":""cx_sur_question_response.collected_date"",""granularity"":""month""}]}",cx_cso,"[""cx_sur_question_response""]",Xu hướng điểm NPS theo từng nhóm sản phẩm theo tháng là như thế nào?,,,
37,Điểm CSAT trung bình theo từng hành trình khách hàng và nhóm sản phẩm là bao nhiêu?,"{""measures"":[""cx_sur_question_response.csat_score""],""dimensions"":[""cx_sur_question_response.journey"",""cx_sur_question_response.product_category""]}",cx_cso,"[""cx_sur_question_response""]",Điểm CSAT trung bình theo từng hành trình khách hàng và nhóm sản phẩm là bao nhiêu?,,,
38,Điểm NPS theo từng hành trình khách hàng và điểm chạm là bao nhiêu?,"{""measures"":[""cx_sur_question_response.nps_score""],""dimensions"":[""cx_sur_question_response.journey"",""cx_sur_question_response.customer_touchpoint""]}",cx_cso,"[""cx_sur_question_response""]",Điểm NPS theo từng hành trình khách hàng và điểm chạm là bao nhiêu?,,,
39,Điểm CES theo từng nhóm sản phẩm và điểm chạm khách hàng là bao nhiêu?,"{""measures"":[""cx_sur_question_response.ces_score""],""dimensions"":[""cx_sur_question_response.product_category"",""cx_sur_question_response.customer_touchpoint""]}",cx_cso,"[""cx_sur_question_response""]",Điểm CES theo từng nhóm sản phẩm và điểm chạm khách hàng là bao nhiêu?,,,
